id,timestamp,test_field,_rid,_self,_etag,_attachments,_ts,route_origin,route_destination,traffic_route,traffic_duration,weather_temperature,weather_conditions,weather_rain,weather_snow,new_field_1,new_field_2,new_field_3,array_field,nested_field.sub_field_1,nested_field.sub_field_2,nested_field.sub_field_3,traffic_data.route,traffic_data.duration_in_traffic,weather_data.temperature,weather_data.weather_conditions,weather_data.rain,weather_data.snow,air_quality_data.air_quality_index,air_quality_data.components.co,air_quality_data.components.no,air_quality_data.components.no2,air_quality_data.components.o3,air_quality_data.components.so2,air_quality_data.components.pm2_5,air_quality_data.components.pm10,air_quality_data.components.nh3,route_name
data-2024-12-02T14:01:41.039406-Route 3,2024-12-02T14:01:41.039414,,hCl+AN3ccB8uAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8uAgAAAAAAAA==/,"""2205b1a4-0000-1100-0000-674dbdc50000""",attachments/,1733148101,,,,,,,,,,,,,,,,A102,1254,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:02:42.177974-Route 1,2024-12-02T14:02:42.177981,,hCl+AN3ccB8vAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8vAgAAAAAAAA==/,"""220526ca-0000-1100-0000-674dbe020000""",attachments/,1733148162,,,,,,,,,,,,,,,,A40,1821,283.06,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:02:42.981642-Route 2,2024-12-02T14:02:42.981647,,hCl+AN3ccB8wAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8wAgAAAAAAAA==/,"""220595ca-0000-1100-0000-674dbe030000""",attachments/,1733148163,,,,,,,,,,,,,,,,M4,2432,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:02:43.383887-Route 3,2024-12-02T14:02:43.383894,,hCl+AN3ccB8xAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8xAgAAAAAAAA==/,"""2205daca-0000-1100-0000-674dbe030000""",attachments/,1733148163,,,,,,,,,,,,,,,,A102,1255,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:03:44.649600-Route 1,2024-12-02T14:03:44.649609,,hCl+AN3ccB8yAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8yAgAAAAAAAA==/,"""220569f2-0000-1100-0000-674dbe400000""",attachments/,1733148224,,,,,,,,,,,,,,,,A40,1863,283.06,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:03:45.452841-Route 2,2024-12-02T14:03:45.452848,,hCl+AN3ccB8zAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8zAgAAAAAAAA==/,"""220500f3-0000-1100-0000-674dbe410000""",attachments/,1733148225,,,,,,,,,,,,,,,,M4,2545,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:03:45.872943-Route 3,2024-12-02T14:03:45.872951,,hCl+AN3ccB80AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB80AgAAAAAAAA==/,"""22054af3-0000-1100-0000-674dbe410000""",attachments/,1733148225,,,,,,,,,,,,,,,,A102,1242,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:04:47.109582-Route 1,2024-12-02T14:04:47.109593,,hCl+AN3ccB81AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB81AgAAAAAAAA==/,"""2305681a-0000-1100-0000-674dbe7f0000""",attachments/,1733148287,,,,,,,,,,,,,,,,A40,1956,283.06,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:04:48.204542-Route 2,2024-12-02T14:04:48.204550,,hCl+AN3ccB82AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB82AgAAAAAAAA==/,"""23051e1b-0000-1100-0000-674dbe800000""",attachments/,1733148288,,,,,,,,,,,,,,,,M4,2380,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:04:48.651479-Route 3,2024-12-02T14:04:48.651486,,hCl+AN3ccB83AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB83AgAAAAAAAA==/,"""23055d1b-0000-1100-0000-674dbe800000""",attachments/,1733148288,,,,,,,,,,,,,,,,A102,1248,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:05:50.393053-Route 1,2024-12-02T14:05:50.393062,,hCl+AN3ccB84AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB84AgAAAAAAAA==/,"""23056f44-0000-1100-0000-674dbebe0000""",attachments/,1733148350,,,,,,,,,,,,,,,,A40,1900,283.06,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:05:51.108919-Route 2,2024-12-02T14:05:51.108928,,hCl+AN3ccB85AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB85AgAAAAAAAA==/,"""23052345-0000-1100-0000-674dbebf0000""",attachments/,1733148351,,,,,,,,,,,,,,,,M4,2380,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:05:51.568097-Route 3,2024-12-02T14:05:51.568104,,hCl+AN3ccB86AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB86AgAAAAAAAA==/,"""23058845-0000-1100-0000-674dbebf0000""",attachments/,1733148351,,,,,,,,,,,,,,,,A102,1259,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:06:53.058162-Route 1,2024-12-02T14:06:53.058171,,hCl+AN3ccB87AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB87AgAAAAAAAA==/,"""2305f56c-0000-1100-0000-674dbefd0000""",attachments/,1733148413,,,,,,,,,,,,,,,,A40,1858,283.06,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:06:54.182059-Route 2,2024-12-02T14:06:54.182066,,hCl+AN3ccB88AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB88AgAAAAAAAA==/,"""2305b06d-0000-1100-0000-674dbefe0000""",attachments/,1733148414,,,,,,,,,,,,,,,,M4,2490,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:06:54.613928-Route 3,2024-12-02T14:06:54.613936,,hCl+AN3ccB89AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB89AgAAAAAAAA==/,"""2305146e-0000-1100-0000-674dbefe0000""",attachments/,1733148414,,,,,,,,,,,,,,,,A102,1249,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:07:56.027093-Route 1,2024-12-02T14:07:56.027100,,hCl+AN3ccB8+AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8+AgAAAAAAAA==/,"""23050a94-0000-1100-0000-674dbf3c0000""",attachments/,1733148476,,,,,,,,,,,,,,,,A40,1881,283.06,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:07:56.854667-Route 2,2024-12-02T14:07:56.854674,,hCl+AN3ccB8-AgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8-AgAAAAAAAA==/,"""2305a094-0000-1100-0000-674dbf3c0000""",attachments/,1733148476,,,,,,,,,,,,,,,,M4,2541,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:07:57.308143-Route 3,2024-12-02T14:07:57.308151,,hCl+AN3ccB9AAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9AAgAAAAAAAA==/,"""2305e394-0000-1100-0000-674dbf3d0000""",attachments/,1733148477,,,,,,,,,,,,,,,,A102,1247,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:08:58.900461-Route 1,2024-12-02T14:08:58.900469,,hCl+AN3ccB9BAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9BAgAAAAAAAA==/,"""23059abe-0000-1100-0000-674dbf7a0000""",attachments/,1733148538,,,,,,,,,,,,,,,,A40,1897,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:08:59.826533-Route 2,2024-12-02T14:08:59.826540,,hCl+AN3ccB9CAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9CAgAAAAAAAA==/,"""23052abf-0000-1100-0000-674dbf7b0000""",attachments/,1733148539,,,,,,,,,,,,,,,,M4,2518,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:09:00.257979-Route 3,2024-12-02T14:09:00.257985,,hCl+AN3ccB9DAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9DAgAAAAAAAA==/,"""23057ebf-0000-1100-0000-674dbf7c0000""",attachments/,1733148540,,,,,,,,,,,,,,,,A102,1255,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:10:01.785635-Route 1,2024-12-02T14:10:01.785646,,hCl+AN3ccB9EAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9EAgAAAAAAAA==/,"""230515ec-0000-1100-0000-674dbfba0000""",attachments/,1733148602,,,,,,,,,,,,,,,,A40,1847,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:10:03.108481-Route 2,2024-12-02T14:10:03.108488,,hCl+AN3ccB9FAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9FAgAAAAAAAA==/,"""2305e3ec-0000-1100-0000-674dbfbb0000""",attachments/,1733148603,,,,,,,,,,,,,,,,M4,2509,282.82,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:10:03.528387-Route 3,2024-12-02T14:10:03.528393,,hCl+AN3ccB9GAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9GAgAAAAAAAA==/,"""230539ed-0000-1100-0000-674dbfbb0000""",attachments/,1733148603,,,,,,,,,,,,,,,,A102,1252,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:11:04.975451-Route 1,2024-12-02T14:11:04.975461,,hCl+AN3ccB9HAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9HAgAAAAAAAA==/,"""24058115-0000-1100-0000-674dbff90000""",attachments/,1733148665,,,,,,,,,,,,,,,,A40,1867,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:11:05.798743-Route 2,2024-12-02T14:11:05.798751,,hCl+AN3ccB9IAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9IAgAAAAAAAA==/,"""2405fb15-0000-1100-0000-674dbff90000""",attachments/,1733148665,,,,,,,,,,,,,,,,M4,2577,282.83,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:11:06.263017-Route 3,2024-12-02T14:11:06.263025,,hCl+AN3ccB9JAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9JAgAAAAAAAA==/,"""24055216-0000-1100-0000-674dbffa0000""",attachments/,1733148666,,,,,,,,,,,,,,,,A102,1267,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:12:07.637949-Route 1,2024-12-02T14:12:07.637962,,hCl+AN3ccB9KAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9KAgAAAAAAAA==/,"""2405da3c-0000-1100-0000-674dc0370000""",attachments/,1733148727,,,,,,,,,,,,,,,,A40,1855,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:12:08.357686-Route 2,2024-12-02T14:12:08.357694,,hCl+AN3ccB9LAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9LAgAAAAAAAA==/,"""24057d3d-0000-1100-0000-674dc0380000""",attachments/,1733148728,,,,,,,,,,,,,,,,M4,2496,282.91,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:12:08.784497-Route 3,2024-12-02T14:12:08.784507,,hCl+AN3ccB9MAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9MAgAAAAAAAA==/,"""2405cf3d-0000-1100-0000-674dc0380000""",attachments/,1733148728,,,,,,,,,,,,,,,,A102,1274,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:13:10.369165-Route 1,2024-12-02T14:13:10.369174,,hCl+AN3ccB9NAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9NAgAAAAAAAA==/,"""24053b64-0000-1100-0000-674dc0760000""",attachments/,1733148790,,,,,,,,,,,,,,,,A40,1848,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:13:11.318239-Route 2,2024-12-02T14:13:11.318246,,hCl+AN3ccB9OAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9OAgAAAAAAAA==/,"""2405b264-0000-1100-0000-674dc0770000""",attachments/,1733148791,,,,,,,,,,,,,,,,M4,2525,282.83,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:13:11.802524-Route 3,2024-12-02T14:13:11.802541,,hCl+AN3ccB9PAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9PAgAAAAAAAA==/,"""2405fb64-0000-1100-0000-674dc0770000""",attachments/,1733148791,,,,,,,,,,,,,,,,A102,1309,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:14:13.274159-Route 1,2024-12-02T14:14:13.274168,,hCl+AN3ccB9QAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9QAgAAAAAAAA==/,"""24054089-0000-1100-0000-674dc0b50000""",attachments/,1733148853,,,,,,,,,,,,,,,,A40,1776,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:14:13.883400-Route 2,2024-12-02T14:14:13.883407,,hCl+AN3ccB9RAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9RAgAAAAAAAA==/,"""2405b489-0000-1100-0000-674dc0b50000""",attachments/,1733148853,,,,,,,,,,,,,,,,M4,2471,282.83,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:14:14.314393-Route 3,2024-12-02T14:14:14.314400,,hCl+AN3ccB9SAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9SAgAAAAAAAA==/,"""2405138a-0000-1100-0000-674dc0b60000""",attachments/,1733148854,,,,,,,,,,,,,,,,A102,1335,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:15:15.744149-Route 1,2024-12-02T14:15:15.744160,,hCl+AN3ccB9TAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9TAgAAAAAAAA==/,"""2405fdb4-0000-1100-0000-674dc0f30000""",attachments/,1733148915,,,,,,,,,,,,,,,,A40,1767,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:15:16.661720-Route 2,2024-12-02T14:15:16.661746,,hCl+AN3ccB9UAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9UAgAAAAAAAA==/,"""240582b5-0000-1100-0000-674dc0f40000""",attachments/,1733148916,,,,,,,,,,,,,,,,M4,2437,282.83,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:15:17.087147-Route 3,2024-12-02T14:15:17.087153,,hCl+AN3ccB9VAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9VAgAAAAAAAA==/,"""2405c4b5-0000-1100-0000-674dc0f50000""",attachments/,1733148917,,,,,,,,,,,,,,,,A102,1322,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:16:18.412430-Route 1,2024-12-02T14:16:18.412437,,hCl+AN3ccB9WAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9WAgAAAAAAAA==/,"""24051ddb-0000-1100-0000-674dc1320000""",attachments/,1733148978,,,,,,,,,,,,,,,,A40,1771,283.1,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:16:19.215473-Route 2,2024-12-02T14:16:19.215478,,hCl+AN3ccB9XAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9XAgAAAAAAAA==/,"""24057edb-0000-1100-0000-674dc1330000""",attachments/,1733148979,,,,,,,,,,,,,,,,M4,2349,282.83,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:16:19.667329-Route 3,2024-12-02T14:16:19.667336,,hCl+AN3ccB9YAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9YAgAAAAAAAA==/,"""2405cddb-0000-1100-0000-674dc1330000""",attachments/,1733148979,,,,,,,,,,,,,,,,A102,1327,282.92,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:17:21.094551-Route 1,2024-12-02T14:17:21.094561,,hCl+AN3ccB9ZAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9ZAgAAAAAAAA==/,"""2505b103-0000-1100-0000-674dc1710000""",attachments/,1733149041,,,,,,,,,,,,,,,,A40,1760,283.08,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:17:22.013900-Route 2,2024-12-02T14:17:22.013908,,hCl+AN3ccB9aAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9aAgAAAAAAAA==/,"""25055404-0000-1100-0000-674dc1720000""",attachments/,1733149042,,,,,,,,,,,,,,,,M4,2343,282.85,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:17:22.445918-Route 3,2024-12-02T14:17:22.445926,,hCl+AN3ccB9bAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9bAgAAAAAAAA==/,"""2505a204-0000-1100-0000-674dc1720000""",attachments/,1733149042,,,,,,,,,,,,,,,,A102,1360,282.94,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:18:24.050663-Route 1,2024-12-02T14:18:24.050669,,hCl+AN3ccB9cAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9cAgAAAAAAAA==/,"""2505002d-0000-1100-0000-674dc1b00000""",attachments/,1733149104,,,,,,,,,,,,,,,,A40,1854,283.08,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:18:24.862237-Route 2,2024-12-02T14:18:24.862242,,hCl+AN3ccB9dAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9dAgAAAAAAAA==/,"""2505aa2d-0000-1100-0000-674dc1b00000""",attachments/,1733149104,,,,,,,,,,,,,,,,M4,2408,282.85,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:18:25.340627-Route 3,2024-12-02T14:18:25.340633,,hCl+AN3ccB9eAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9eAgAAAAAAAA==/,"""25050f2e-0000-1100-0000-674dc1b10000""",attachments/,1733149105,,,,,,,,,,,,,,,,A102,1370,282.94,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:19:28.065204-Route 1,2024-12-02T14:19:28.065213,,hCl+AN3ccB9fAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9fAgAAAAAAAA==/,"""25051256-0000-1100-0000-674dc1f00000""",attachments/,1733149168,,,,,,,,,,,,,,,,A40,1882,283.08,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:19:28.867363-Route 2,2024-12-02T14:19:28.867372,,hCl+AN3ccB9gAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9gAgAAAAAAAA==/,"""25059356-0000-1100-0000-674dc1f00000""",attachments/,1733149168,,,,,,,,,,,,,,,,M4,2367,282.85,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:19:29.275909-Route 3,2024-12-02T14:19:29.275917,,hCl+AN3ccB9hAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9hAgAAAAAAAA==/,"""2505dc56-0000-1100-0000-674dc1f10000""",attachments/,1733149169,,,,,,,,,,,,,,,,A102,1380,282.94,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:20:30.820202-Route 1,2024-12-02T14:20:30.820210,,hCl+AN3ccB9iAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9iAgAAAAAAAA==/,"""2505587f-0000-1100-0000-674dc22f0000""",attachments/,1733149231,,,,,,,,,,,,,,,,A40,1895,283.08,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:20:31.651296-Route 2,2024-12-02T14:20:31.651304,,hCl+AN3ccB9jAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9jAgAAAAAAAA==/,"""2505ba7f-0000-1100-0000-674dc22f0000""",attachments/,1733149231,,,,,,,,,,,,,,,,M4,2336,282.85,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:20:32.088026-Route 3,2024-12-02T14:20:32.088034,,hCl+AN3ccB9kAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9kAgAAAAAAAA==/,"""25050080-0000-1100-0000-674dc2300000""",attachments/,1733149232,,,,,,,,,,,,,,,,A102,1347,282.94,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:21:33.500703-Route 1,2024-12-02T14:21:33.500714,,hCl+AN3ccB9lAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9lAgAAAAAAAA==/,"""250519a8-0000-1100-0000-674dc26d0000""",attachments/,1733149293,,,,,,,,,,,,,,,,A40,1955,283.08,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:21:34.211891-Route 2,2024-12-02T14:21:34.211898,,hCl+AN3ccB9mAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9mAgAAAAAAAA==/,"""25056ca8-0000-1100-0000-674dc26e0000""",attachments/,1733149294,,,,,,,,,,,,,,,,M4,2336,282.85,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
data-2024-12-02T14:21:34.922412-Route 3,2024-12-02T14:21:34.922417,,hCl+AN3ccB9nAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9nAgAAAAAAAA==/,"""2505c0a8-0000-1100-0000-674dc26e0000""",attachments/,1733149294,,,,,,,,,,,,,,,,A102,1338,282.94,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 3
data-2024-12-02T14:22:36.477470-Route 1,2024-12-02T14:22:36.477479,,hCl+AN3ccB9oAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9oAgAAAAAAAA==/,"""2505c4cc-0000-1100-0000-674dc2ac0000""",attachments/,1733149356,,,,,,,,,,,,,,,,A40,1951,283.13,Clouds,0,0,2,226.97,0.43,9.68,67.95,3.99,0.68,0.99,0.58,Route 1
data-2024-12-02T14:22:37.201987-Route 2,2024-12-02T14:22:37.201995,,hCl+AN3ccB9pAgAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB9pAgAAAAAAAA==/,"""250542cd-0000-1100-0000-674dc2ad0000""",attachments/,1733149357,,,,,,,,,,,,,,,,M4,2324,282.79,Clouds,0,0,2,220.3,0.22,5.4,72.24,1.68,0.5,0.71,0.5,Route 2
